,X,Y,Type,Estimate
924,Q89__Primary_education__binary_nominal__2,Q72__Sold_VEG_Local_trader__binary_nominal__1,LIN,0.07317526873431657
925,Q6__Arrondissement_4__binary_nominal__2,Q0__Hope_total__continuous,LIN,-0.07311785553120939
926,Q6__Arrondissement_6__binary_nominal__3,Q7__name_of_village_touba_ndiaye__binary_nominal__18,LIN,-0.07301221598774768
927,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q85__Group_3__binary_nominal__3,LIN,0.07292185057776193
928,Q7__name_of_village_darou_sarr__binary_nominal__3,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,LIN,-0.07282707412615837
929,Q82__Irrigation_drip__binary_nominal__1,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,-0.07215984055663963
930,Q88__Own_business_income_source__binary_nominal__2,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,0.07207485328056777
931,Q82__irrigation_surface__binary_nominal__3,Q88__Own_business_income_source__binary_nominal__2,LIN,0.07195114809217157
932,Q80__Plow_weather_self__binary_nominal__2,Q89__Primary_education__binary_nominal__2,LIN,0.07172602118631753
933,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q80__Plow_weather_self_reason_other__binary_nominal__3,LIN,-0.07149505911208631
934,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__24,Q69__Use_pesticide_or_herbicide__binary__1,LIN,0.07137789949647759
935,Q73__Machinery_pump_Machinery_draft_animals_Machinery_daba__binary_nominal__8,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,LIN,-0.07121024349393656
936,Q74__Practice_manuring__binary_nominal__2,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,-0.07120599119028716
937,Q67__Fertilizer_Chemical__binary_nominal__1,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,0.07115835016149694
938,Q6__Arrondissement_6__binary_nominal__3,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,-0.07050556223633768
939,Q69__Use_pesticide_or_herbicide__binary__1,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,0.07019774334491512
940,Q81__Sow_weather_self__binary_nominal__2,Q89__Primary_education__binary_nominal__2,LIN,0.07014272209289837
941,Q82__irrigation_surface__binary_nominal__3,Q87__Household_size__continuous,LIN,-0.07009542827641398
942,Q64__Seed_source_Selfprepared__binary_nominal__3,Q7__name_of_village_notto__binary_nominal__15,LIN,-0.07007343755438654
943,Q0__Has_Education_Yes_No__binary__1,Q85__Group_2__binary_nominal__2,LIN,0.0699911493890457
944,Q73__Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__5,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,LIN,-0.06998807674147184
945,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,Q66__Seedlings_Selfprepared__binary_nominal__3,LIN,0.06964690494356315
946,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q82__Irrigation_drip__binary_nominal__1,LIN,-0.06962802795815537
947,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,Q67__Fertilizer_Manure__binary_nominal__2,LIN,-0.06918237114178813
948,Q6__Arrondissement_99__binary_nominal__4,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,0.06908203477712738
949,Q66__Seedlings_Selfprepared__binary_nominal__3,Q89__Secondary_education__binary_nominal__3,LIN,-0.06903592098354067
950,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,Q67__Fertilizer_Chemical__binary_nominal__1,LIN,0.06835651047448849
951,Q7__name_of_village_keur_abdou_ndoye__binary_nominal__7,Q81__Sow_weather_self__binary_nominal__2,LIN,-0.06834680030634444
952,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,Q80__Plow_weather_self__binary_nominal__2,LIN,-0.06790929862652408
953,Q6__Arrondissement_6__binary_nominal__3,Q7__name_of_village_ngay_ngay__binary_nominal__14,LIN,-0.06789283457486935
954,Q7__name_of_village_keur_abdou_ndoye__binary_nominal__7,Q80__Plow_weather_self__binary_nominal__2,LIN,-0.06789057349567794
955,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__24,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,LIN,-0.06785527263584938
956,Q82__Irrigation_drip__binary_nominal__1,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,LIN,-0.06782108025046746
957,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,Q85__Group_3__binary_nominal__3,LIN,-0.06765449199281293
958,Q7__name_of_village_darou_sarr__binary_nominal__3,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,-0.06759898145312664
959,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,Q81__Sow_weather_self__binary_nominal__2,LIN,-0.06726908648074925
960,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__15,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,LIN,-0.06699694973192424
961,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,0.06697817062462605
962,Q0__Has_Education_Yes_No__binary__1,Q7__name_of_village_golom__binary_nominal__5,LIN,0.0666807065590477
963,Q81__Sow_weather_self__binary_nominal__2,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,-0.06662770777972218
964,Q6__Arrondissement_4__binary_nominal__2,Q63__CROP_Vegetables_3__binary_nominal__2,LIN,-0.06661116309809485
965,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,Q7__name_of_village_diar__binary_nominal__4,LIN,0.0663247407892848
966,Q80__Plow_weather_self__binary_nominal__2,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,-0.06628952056420367
967,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,LIN,-0.06627192665198041
968,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,-0.06614048135887707
969,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q7__name_of_village_notto__binary_nominal__15,LIN,0.06613528612407986
970,Q6__Arrondissement_6__binary_nominal__3,Q0__Has_Education_Yes_No__binary__1,LIN,0.06570513566915624
971,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,0.06570480440982687
972,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q65__Variety_Imported__binary_nominal__1,LIN,0.06548018246388056
973,Q66__Seedlings_Selfprepared__binary_nominal__3,Q80__Plow_weather_self_reason_other__binary_nominal__3,LIN,0.06546282082985931
974,Q80__Plow_weather_self_reason_other__binary_nominal__3,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,0.0653754494328236
975,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q63__CROP_Vegetables_3__binary_nominal__2,LIN,0.06529265311453096
976,Q85__Group_3__binary_nominal__3,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__24,LIN,0.06487223343183429
977,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,-0.06393207009732595
978,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,-0.06338508140460936
979,Q7__name_of_village_notto__binary_nominal__15,Q88__Own_business_income_source__binary_nominal__2,LIN,-0.06336545952042226
980,Q7__name_of_village_ngay_ngay__binary_nominal__14,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__22,LIN,0.0631559056417349
981,Q95__Dislike_not_knowing_future__ordinal,Q0__Education_years__continuous,LIN,0.06299089568256273
982,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q66__Seedlings_Selfprepared__binary_nominal__3,LIN,0.06273769561893754
983,Q67__Fertilizer_Manure__binary_nominal__2,Q0__AGR_PROD__continuous,LIN,-0.06253118675990861
984,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__24,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,LIN,-0.062256288424343824
985,Q7__name_of_village_darou_sarr__binary_nominal__3,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,-0.06218753399207662
986,Q6__Arrondissement_6__binary_nominal__3,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,-0.06213411131282933
987,Q64__Seed_source_Selfprepared__binary_nominal__3,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,LIN,-0.06194913917058963
988,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,Q69__Use_pesticide_or_herbicide__binary__1,LIN,0.0618948234126853
989,Q82__irrigation_surface__binary_nominal__3,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,0.06171592855329513
990,Q82__Irrigation_drip__binary_nominal__1,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,-0.061300335361195876
991,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__15,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,LIN,-0.06109666317855073
992,Q88__Own_business_income_source__binary_nominal__2,Q85__Group_2__binary_nominal__2,LIN,0.060759693114742906
993,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,-0.0605106472373753
994,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q85__Group_3__binary_nominal__3,LIN,0.05999539066216455
995,Q80__Plow_weather_self__binary_nominal__2,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,LIN,0.05986133670801249
996,Q81__Sow_weather_self__binary_nominal__2,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,LIN,0.05980445324566339
997,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q74__Practice_crop_rotation__binary_nominal__1,LIN,-0.05971136534746857
998,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__24,Q7__name_of_village_touba_ndiaye__binary_nominal__18,LIN,0.05962256869777902
999,Q7__name_of_village_beer__binary_nominal__1,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,LIN,-0.05936380745483047
1000,Q6__Arrondissement_99__binary_nominal__4,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer__binary_nominal__23,LIN,0.05900980542387799
1001,Q0__Has_Education_Yes_No__binary__1,Q85__Group_1__binary_nominal__1,LIN,-0.058854040883328525
1002,Q7__name_of_village_golom__binary_nominal__5,Q7__name_of_village_ngay_ngay__binary_nominal__14,LIN,-0.058758389680444945
1003,Q89__Primary_education__binary_nominal__2,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,0.05867121084664734
1004,Q7__name_of_village_keur_abdou_ndoye__binary_nominal__7,Q80__Plow_weather_self_reason_other__binary_nominal__3,LIN,0.05866236332790857
1005,Q7__name_of_village_ndeuye__binary_nominal__11,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,-0.058590745922331745
1006,Q80__Plow_weather_self_reason_other__binary_nominal__3,Q89__Primary_education__binary_nominal__2,LIN,-0.058565875988687656
1007,Q4__HasPhoneNumber__binary__1,Q67__Fertilizer_Chemical__binary_nominal__1,LIN,-0.058357586056760884
1008,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q89__Primary_education__binary_nominal__2,LIN,-0.05821753119767046
1009,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q63___CROP_Fruit_2_CROP_Vegetables_3__binary_nominal__1,LIN,-0.05784408410320402
1010,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer__binary_nominal__23,LIN,-0.05775335692949057
1011,Q7__name_of_village_ngay_ngay__binary_nominal__14,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,LIN,-0.057686436766143115
1012,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,-0.05764556816943041
1013,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q88__Own_business_income_source_Transfers_from_migrants_income_source__binary_nominal__5,LIN,0.057230341906588746
1014,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q86__Sex_male__binary__1,LIN,0.05719256748122562
1015,Q7__name_of_village_ndindy__binary_nominal__13,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,LIN,-0.05705102150112639
1016,Q6__Arrondissement_3__binary_nominal__1,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,LIN,-0.05698197175954191
1017,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,LIN,-0.05698197175954191
1018,Q85__Group_3__binary_nominal__3,Q78__Names_of_organizations_ANIDA__binary_nominal__2,LIN,0.0569457639304114
1019,Q85__Group_3__binary_nominal__3,Q77__Info_source_Govt__binary_nominal__4,LIN,0.056915443061365784
1020,Q1__Altitude__continuous,Q86__Sex_male__binary__1,LIN,0.05636223171537338
1021,Q89__Secondary_education__binary_nominal__3,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_hoe_sine__binary_nominal__13,LIN,0.05635944841010746
1022,Q65__Variety_Local__binary_nominal__2,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,LIN,-0.05629034833481669
1023,Q80__Plow_weather_self_reason_other__binary_nominal__3,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,LIN,-0.05610587032259339
1024,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,LIN,-0.0560503196919501
1025,Q7__name_of_village_keur_abdou_ndoye__binary_nominal__7,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,LIN,0.055890863121917995
1026,Q81__Sow_weather_self__binary_nominal__2,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,LIN,0.05557509763774546
1027,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q7__name_of_village_ngay_ngay__binary_nominal__14,LIN,-0.05551800842803669
1028,Q66__Seedlings_No__binary_nominal__2,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,LIN,-0.05536631162654928
1029,Q81__Sow_weather_self__binary_nominal__2,Q67__Fertilizer_Chemical__binary_nominal__1,LIN,0.0552320339074517
1030,Q5__Age__continuous,Q85__Group_3__binary_nominal__3,LIN,-0.05522239959059641
1031,Q6__Arrondissement_99__binary_nominal__4,Q82__Irrigation_drip__binary_nominal__1,LIN,-0.055084817166026784
1032,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,Q89__Primary_education__binary_nominal__2,LIN,-0.055027893054530375
1033,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,LIN,-0.05423014274289239
1034,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q5__Age__continuous,LIN,0.053844539228651546
1035,Q7__name_of_village_notto__binary_nominal__15,Q7__name_of_village_golom__binary_nominal__5,LIN,-0.05375235056944837
1036,Q87__Household_size__continuous,Q7__name_of_village_notto__binary_nominal__15,LIN,0.05326588477939968
1037,Q7__name_of_village_ndindy__binary_nominal__13,Q67__Fertilizer_Chemical__binary_nominal__1,LIN,0.05323723392923812
1038,Q0__Has_Education_Yes_No__binary__1,Q67__Fertilizer_Chemical__binary_nominal__1,LIN,0.053218837072177436
1039,Q80__Plow_weather_self__binary_nominal__2,Q65__Variety_Imported__binary_nominal__1,LIN,-0.05306745093034137
1040,Q6__Arrondissement_4__binary_nominal__2,Q85__Group_3__binary_nominal__3,LIN,-0.052731058515712984
1041,Q0__AGR_PROD__continuous,Q0__Hope_total__continuous,LIN,-0.05268770387257176
1042,Q82__Irrigation_drip__binary_nominal__1,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,LIN,0.05268710583603588
1043,Q84__Years_using_drip_irrigation__continuous,Q85__Group_1__binary_nominal__1,LIN,-0.052682998314182425
1044,Q0__Hope_total__continuous,Q93__Trust_most_people__ordinal,LIN,-0.052671570541102594
1045,Q1__Altitude__continuous,Q6__Arrondissement_99__binary_nominal__4,LIN,0.05227298214503692
1046,Q84__Years_using_drip_irrigation__continuous,Q0__AGR_PROD__continuous,LIN,-0.05227284389999812
1047,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,-0.052258198475517034
1048,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,LIN,-0.0519287916865378
1049,Q6__Arrondissement_6__binary_nominal__3,Q64__Seed_source_Selfprepared__binary_nominal__3,LIN,0.05168050507376339
1050,Q85__Group_6__binary_nominal__6,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,LIN,-0.05092295102446828
1051,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,Q65__Variety_Imported__binary_nominal__1,LIN,0.05089319174661647
1052,Q88__Own_business_income_source_Transfers_from_migrants_income_source__binary_nominal__5,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,-0.05063270144468705
1053,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,Q89__Secondary_education__binary_nominal__3,LIN,0.05040200390132321
1054,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q7__name_of_village_ngay_ngay__binary_nominal__14,LIN,-0.050215534936723406
1055,Q7__name_of_village_keur_abdou_ndoye__binary_nominal__7,Q87__Household_size__continuous,LIN,0.05018705253764624
1056,Q89__Secondary_education__binary_nominal__3,Q7__name_of_village_ngay_ngay__binary_nominal__14,LIN,0.049960321056585044
1057,Q84__Years_using_drip_irrigation__continuous,Q86__Sex_male__binary__1,LIN,0.04993604344098636
1058,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__24,Q7__name_of_village_notto__binary_nominal__15,LIN,-0.049092291754929414
1059,Q81__Sow_weather_self__binary_nominal__2,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,0.04903530036481176
1060,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q66__Seedlings_Bought_neighbor__binary_nominal__1,LIN,-0.048728519701761015
1061,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q85__Group_3__binary_nominal__3,LIN,-0.048686286367441566
1062,Q74__Practice_crop_rotation__binary_nominal__1,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,0.04856455937822118
1063,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q80__Plow_weather_self__binary_nominal__2,LIN,0.04854345959999906
1064,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q81__Sow_weather_self__binary_nominal__2,LIN,0.048475495758423956
1065,Q72__Sold_VEG_Local_trader__binary_nominal__1,Q85__Group_2__binary_nominal__2,LIN,0.048316521250537495
1066,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,Q88__Own_business_income_source_Transfers_from_migrants_income_source__binary_nominal__5,LIN,-0.04816192537973741
1067,Q66__Seedlings_Selfprepared__binary_nominal__3,Q64__Seed_source_Selfprepared__binary_nominal__3,LIN,-0.04765805514479579
1068,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q65__Variety_Local__binary_nominal__2,LIN,-0.04749690924887419
1069,Q82__irrigation_surface__binary_nominal__3,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,LIN,0.047309179422554366
1070,Q72__Sold_VEG_Local_trader__binary_nominal__1,Q88__Own_business_income_source_Transfers_from_migrants_income_source__binary_nominal__5,LIN,0.04687570528208793
1071,Q66__Seedlings_No__binary_nominal__2,Q66__Seedlings_Bought_neighbor__binary_nominal__1,LIN,-0.046866294027168146
1072,Q85__Group_6__binary_nominal__6,Q64__Seed_source_Selfprepared__binary_nominal__3,LIN,-0.0466209155323943
1073,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q65__Variety_Imported__binary_nominal__1,LIN,0.04660055303934955
1074,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q7__name_of_village_golom__binary_nominal__5,LIN,-0.04648675624650235
1075,Q6__Arrondissement_3__binary_nominal__1,Q7__name_of_village_golom__binary_nominal__5,LIN,-0.04648675624650235
1076,Q0__AGR_PROD__continuous,Q85__Group_3__binary_nominal__3,LIN,0.04615962493626722
1077,Q0__AGR_PROD__continuous,Q7__name_of_village_beer__binary_nominal__1,LIN,-0.04611993118091936
1078,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q65__Variety_Imported__binary_nominal__1,LIN,0.04602218052683748
1079,Q6__Arrondissement_99__binary_nominal__4,Q7__name_of_village_darou_sarr__binary_nominal__3,LIN,-0.045985716569190566
1080,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__15,Q66__Seedlings_Bought_neighbor__binary_nominal__1,LIN,-0.045890235719389175
1081,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,-0.04582084896051042
1082,Q84__Years_using_drip_irrigation__continuous,Q88__Own_business_income_source__binary_nominal__2,LIN,-0.04576866005636624
1083,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q89__Primary_education__binary_nominal__2,LIN,0.04553576491411022
1084,Q74__Practice_crop_rotation__binary_nominal__1,Q88__Own_business_income_source_Transfers_from_migrants_income_source__binary_nominal__5,LIN,0.04548466776640242
1085,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,Q81__Sow_radio__binary_nominal__1,LIN,0.04543729637199184
1086,Q0__Has_Education_Yes_No__binary__1,Q7__name_of_village_ndindy__binary_nominal__13,LIN,0.04532602632685885
1087,Q1__Altitude__continuous,Q5__Age__continuous,LIN,0.04525413344308896
1088,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q80__Plow_weather_self__binary_nominal__2,LIN,0.04499823010972137
1089,Q82__irrigation_surface__binary_nominal__3,Q7__name_of_village_touba_ndiaye__binary_nominal__18,LIN,-0.04493286134349552
1090,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q88__Own_business_income_source_Formal_employment_income_source__binary_nominal__3,LIN,-0.044927498280372034
1091,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__24,LIN,-0.044865132351895126
1092,Q63__CROP_Vegetables_3__binary_nominal__2,Q7__name_of_village_diar__binary_nominal__4,LIN,-0.044768207600510555
1093,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q81__Sow_weather_self__binary_nominal__2,LIN,0.04457197799759739
1094,Q6__Arrondissement_3__binary_nominal__1,Q81__Sow_weather_self__binary_nominal__2,LIN,0.04457197799759739
1095,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,Q88__Own_business_income_source_Transfers_from_migrants_income_source__binary_nominal__5,LIN,-0.04447359413627951
1096,Q65__Variety_Local__binary_nominal__2,Q95__Dislike_not_knowing_future__ordinal,LIN,-0.04447203999543586
1097,Q95__Dislike_not_knowing_future__ordinal,Q85__Group_3__binary_nominal__3,LIN,-0.04433104660489897
1098,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q74__Practice_crop_rotation__binary_nominal__1,LIN,-0.044254315781682894
1099,Q64__Seed_source_Selfprepared__binary_nominal__3,Q66__Seedlings_Bought_neighbor__binary_nominal__1,LIN,-0.04425139975851801
1100,Q93__Trust_most_people__ordinal,Q6__Arrondissement_99__binary_nominal__4,LIN,-0.0439557310360756
1101,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,Q72__Sold_VEG_Local_trader_Sold_VEG_Other__binary_nominal__2,LIN,0.0438851532769398
1102,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q84__Years_using_drip_irrigation__continuous,LIN,-0.043576439924690194
1103,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,Q80__Plow_weather_self__binary_nominal__2,LIN,-0.043561938543711355
1104,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q67__Fertilizer_Chemical__binary_nominal__1,LIN,0.043521150369910375
1105,Q69__Use_pesticide_or_herbicide__binary__1,Q88__Own_business_income_source__binary_nominal__2,LIN,-0.04328232791869749
1106,Q81__Sow_weather_self__binary_nominal__2,Q65__Variety_Local__binary_nominal__2,LIN,0.04303890003809762
1107,Q63___CROP_Fruit_2_CROP_Vegetables_3__binary_nominal__1,Q7__name_of_village_diar__binary_nominal__4,LIN,0.04286589212592961
1108,Q0__Has_Education_Yes_No__binary__1,Q7__name_of_village_ngay_ngay__binary_nominal__14,LIN,0.04281388153782176
