,X,Y,Type,Estimate
0,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q92__Current_loan_amount_XOF__continuous,LIN,6.136687108423864
1,Q77__Info_source_Govt__binary_nominal__4,Q92__Current_loan_amount_XOF__continuous,LIN,6.136687108423864
2,Q77__Info_source_Govt__binary_nominal__4,Q84__Years_using_drip_irrigation__continuous,LIN,3.6018351020111226
3,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q84__Years_using_drip_irrigation__continuous,LIN,3.6018351020111226
4,Q7__name_of_village_darou_sarr__binary_nominal__3,Q84__Years_using_drip_irrigation__continuous,LIN,3.2120537339348294
5,Q7__name_of_village_darou_Ndiaye__binary_nominal__2,Q95__Dislike_not_knowing_future__ordinal,LIN,3.1583100386858347
6,Q7__name_of_village_ndeuye__binary_nominal__11,Q92__Current_loan_amount_XOF__continuous,LIN,3.1381683606223416
7,Q6__Arrondissement_6__binary_nominal__3,Q84__Years_using_drip_irrigation__continuous,LIN,3.114538869023756
8,Q6__Arrondissement_6__binary_nominal__3,Q92__Current_loan_amount_XOF__continuous,LIN,2.99304796579561
9,Q77__Info_source_Govt__binary_nominal__4,Q0__Hope_total__continuous,LIN,2.9392873889511733
10,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q0__Hope_total__continuous,LIN,2.9392873889511733
11,Q7__name_of_village_darou_sarr__binary_nominal__3,Q92__Current_loan_amount_XOF__continuous,LIN,2.8703167164539525
12,Q7__name_of_village_ndeuye__binary_nominal__11,Q0__Hope_total__continuous,LIN,2.8360352650442326
13,Q89__Secondary_education__binary_nominal__3,Q0__Education_years__continuous,LIN,2.815305042654975
14,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__22,Q0__Education_years__continuous,LIN,2.6120077296134805
15,Q82__Irrigation_drip__binary_nominal__1,Q84__Years_using_drip_irrigation__continuous,LIN,2.527242757020666
16,Q85__Group_6__binary_nominal__6,Q84__Years_using_drip_irrigation__continuous,LIN,2.5242480325572743
17,Q88__Own_business_income_source_Formal_employment_income_source_Transfers_from_migrants_income_source__binary_nominal__4,Q87__Household_size__continuous,LIN,2.4452208345480453
18,Q76__Received_agri_info_last_12m__binary__1,Q92__Current_loan_amount_XOF__continuous,LIN,2.330370110694137
19,Q6__Arrondissement_6__binary_nominal__3,Q0__Hope_total__continuous,LIN,2.1975098172030196
20,Q82__irrigation_surface__binary_nominal__3,Q84__Years_using_drip_irrigation__continuous,LIN,-2.0367985256210606
21,Q0__Has_Education_Yes_No__binary__1,Q0__Education_years__continuous,LIN,2.011376233184551
22,Q85__Group_6__binary_nominal__6,Q1__Altitude__continuous,LIN,1.986141835672247
23,Q82__Irrigation_drip__binary_nominal__1,Q92__Current_loan_amount_XOF__continuous,LIN,1.976554139438987
24,Q7__name_of_village_darou_sarr__binary_nominal__3,Q0__Hope_total__continuous,LIN,1.9020175375823756
25,Q73__Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__5,Q95__Dislike_not_knowing_future__ordinal,LIN,1.8820345287104419
26,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q5__Age__continuous,LIN,-1.8363404594105384
27,Q77__Info_source_Govt__binary_nominal__4,Q5__Age__continuous,LIN,-1.8363404594105384
28,Q82__Irrigation_drip__binary_nominal__1,Q0__Hope_total__continuous,LIN,1.7239555240010014
29,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q84__Years_using_drip_irrigation__continuous,LIN,1.6695277597905689
30,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q84__Years_using_drip_irrigation__continuous,LIN,1.6138870165806443
31,Q7__name_of_village_ndindy__binary_nominal__13,Q1__Altitude__continuous,LIN,1.6083131713794343
32,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q1__Altitude__continuous,LIN,1.5320670966670245
33,Q6__Arrondissement_3__binary_nominal__1,Q84__Years_using_drip_irrigation__continuous,LIN,1.5302537410852701
34,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q84__Years_using_drip_irrigation__continuous,LIN,1.5302537410852701
35,Q88__Own_business_income_source_Formal_employment_income_source__binary_nominal__3,Q0__Education_years__continuous,LIN,1.4956586092779547
36,Q76__Received_agri_info_last_12m__binary__1,Q0__Hope_total__continuous,LIN,1.4942142478780462
37,Q73__Machinery_pump_Machinery_draft_animals_Machinery_daba__binary_nominal__8,Q0__AGR_PROD__continuous,LIN,-1.4464885604975506
38,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q1__Altitude__continuous,LIN,1.373325696893737
39,Q6__Arrondissement_3__binary_nominal__1,Q1__Altitude__continuous,LIN,1.373325696893737
40,Q7__name_of_village_darou_sarr__binary_nominal__3,Q87__Household_size__continuous,LIN,1.35120511320081
41,Q6__Arrondissement_6__binary_nominal__3,Q5__Age__continuous,LIN,-1.3161738170638158
42,Q89__Primary_education__binary_nominal__2,Q0__Education_years__continuous,LIN,1.2764347358433872
43,Q73__Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__5,Q0__AGR_PROD__continuous,LIN,-1.2356994806166095
44,Q76__Received_agri_info_last_12m__binary__1,Q84__Years_using_drip_irrigation__continuous,LIN,1.212303863296022
45,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q0__AGR_PROD__continuous,LIN,-1.2026273232284068
46,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q1__Altitude__continuous,LIN,1.1746315010180388
47,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q0__AGR_PROD__continuous,LIN,-1.1671698680272669
48,Q88__Own_business_income_source_Formal_employment_income_source__binary_nominal__3,Q1__Altitude__continuous,LIN,1.1617266245986315
49,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__15,Q0__AGR_PROD__continuous,LIN,-1.15457600587253
50,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q1__Altitude__continuous,LIN,1.1545563839078743
51,Q7__name_of_village_darou_sarr__binary_nominal__3,Q5__Age__continuous,LIN,-1.137117357814109
52,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q0__AGR_PROD__continuous,LIN,1.1028210470433892
53,Q66__Seedlings_Selfprepared__binary_nominal__3,Q0__AGR_PROD__continuous,LIN,1.0882213724220602
54,Q73__Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__5,Q87__Household_size__continuous,LIN,1.071296622522379
55,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,Q0__AGR_PROD__continuous,LIN,-1.0699978130238188
56,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q84__Years_using_drip_irrigation__continuous,LIN,1.0619708812634934
57,Q64__Seed_source_Selfprepared__binary_nominal__3,Q84__Years_using_drip_irrigation__continuous,LIN,1.050001490482229
58,Q82__Irrigation_drip__binary_nominal__1,Q5__Age__continuous,LIN,-1.0440185272226272
59,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q87__Household_size__continuous,LIN,1.0010681078734998
60,Q77__Info_source_Govt__binary_nominal__4,Q87__Household_size__continuous,LIN,1.0010681078734998
61,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,Q0__AGR_PROD__continuous,LIN,1.0003532828105381
62,Q63___CROP_Fruit_2_CROP_Vegetables_3__binary_nominal__1,Q63__CROP_Vegetables_3__binary_nominal__2,LIN,-1.0001927930928929
63,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,Q74__Practice_crop_rotation__binary_nominal__1,LIN,-0.9926985739274317
64,Q65__Variety_Imported__binary_nominal__1,Q0__AGR_PROD__continuous,LIN,0.9918760046419058
65,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q6__Arrondissement_3__binary_nominal__1,LIN,0.9916210155251436
66,Q85__Group_6__binary_nominal__6,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,LIN,0.9897555478871309
67,Q65__Variety_Local__binary_nominal__2,Q0__AGR_PROD__continuous,LIN,-0.9885283601173974
68,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q95__Dislike_not_knowing_future__ordinal,LIN,0.9851706158066067
69,Q7__name_of_village_thionakh__binary_nominal__17,Q73__Machinery_tractor_Machinery_daba__binary_nominal__19,LIN,0.9825528380152382
70,Q72__Sold_VEG_Local_trader_Sold_VEG_Other__binary_nominal__2,Q7__name_of_village_ndindy__binary_nominal__13,LIN,0.9792818789843984
71,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q76__Received_agri_info_last_12m__binary__1,LIN,0.9780743651647976
72,Q77__Info_source_Govt__binary_nominal__4,Q76__Received_agri_info_last_12m__binary__1,LIN,0.9780743651647976
73,Q81__Sow_radio__binary_nominal__1,Q80__Plow_weather_radio__binary_nominal__1,LIN,0.975549699766262
74,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,LIN,0.9754787015856617
75,Q7__name_of_village_darou_sarr__binary_nominal__3,Q6__Arrondissement_6__binary_nominal__3,LIN,0.9745047148430724
76,Q72__Sold_VEG_Local_trader__binary_nominal__1,Q0__AGR_PROD__continuous,LIN,-0.9720927034306741
77,Q77__Info_source_Govt__binary_nominal__4,Q78__Names_of_organizations_ANIDA__binary_nominal__2,LIN,0.9698604770299732
78,Q67__Fertilizer_Manure__binary_nominal__2,Q67__Fertilizer_Chemical__binary_nominal__1,LIN,-0.9694213342315515
79,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,Q72__Sold_VEG_Local_trader__binary_nominal__1,LIN,-0.968434495936951
80,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q81__Sow_weather_self__binary_nominal__2,LIN,-0.9669122175003277
81,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q95__Dislike_not_knowing_future__ordinal,LIN,-0.9666094581690416
82,Q80__Plow_weather_self_reason_other__binary_nominal__3,Q80__Plow_weather_self__binary_nominal__2,LIN,-0.963800900207939
83,Q80__Plow_weather_self__binary_nominal__2,Q81__Sow_weather_self__binary_nominal__2,LIN,0.9628353867820312
84,Q7__name_of_village_ndeuye__binary_nominal__11,Q6__Arrondissement_6__binary_nominal__3,LIN,0.9626088890095741
85,Q88__Own_business_income_source_Formal_employment_income_source_Transfers_from_migrants_income_source__binary_nominal__4,Q73__Machinery_tractor_Machinery_pump_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__25,LIN,0.9550389154982133
86,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q80__Plow_weather_self_reason_other__binary_nominal__3,LIN,0.9547190565345248
87,Q6__Arrondissement_6__binary_nominal__3,Q82__Irrigation_drip__binary_nominal__1,LIN,0.9544977235319092
88,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q66__Seedlings_Selfprepared__binary_nominal__3,LIN,-0.9481864241354813
89,Q77__Info_source_Govt__binary_nominal__4,Q6__Arrondissement_6__binary_nominal__3,LIN,0.9454620061921513
90,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q6__Arrondissement_6__binary_nominal__3,LIN,0.9454620061921513
91,Q7__name_of_village_darou_sarr__binary_nominal__3,Q82__Irrigation_drip__binary_nominal__1,LIN,0.9447025356605174
92,Q7__name_of_village_ndindy__binary_nominal__13,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,LIN,0.9432068544495452
93,Q80__Plow_weather_radio__binary_nominal__1,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,LIN,0.9423654138874215
94,Q81__Sow_radio__binary_nominal__1,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,LIN,0.9423654138874215
95,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q0__Education_years__continuous,LIN,0.932545323428202
96,Q80__Plow_weather_self_reason_other__binary_nominal__3,Q81__Sow_weather_self__binary_nominal__2,LIN,-0.9311318065973533
97,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q80__Plow_weather_self__binary_nominal__2,LIN,-0.9303912788983617
98,Q7__name_of_village_ndeuye__binary_nominal__11,Q82__Irrigation_drip__binary_nominal__1,LIN,0.9301910036272915
99,Q65__Variety_Local__binary_nominal__2,Q65__Variety_Imported__binary_nominal__1,LIN,-0.9213409139096619
100,Q64__Seed_source_Selfprepared__binary_nominal__3,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,LIN,-0.9194610117081156
101,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,LIN,-0.9174419439225028
102,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q82__Irrigation_drip__binary_nominal__1,LIN,0.9149917508955615
103,Q77__Info_source_Govt__binary_nominal__4,Q82__Irrigation_drip__binary_nominal__1,LIN,0.9149917508955615
104,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,Q0__AGR_PROD__continuous,LIN,0.908926282292617
105,Q66__Seedlings_No__binary_nominal__2,Q66__Seedlings_Selfprepared__binary_nominal__3,LIN,-0.9081032316514959
106,Q85__Group_6__binary_nominal__6,Q6__Arrondissement_3__binary_nominal__1,LIN,0.9063522995364293
107,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q93__Trust_most_people__ordinal,LIN,0.9029881927165477
108,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,LIN,-0.8989571645448835
109,Q0__Has_Education_Yes_No__binary__1,Q5__Age__continuous,LIN,-0.8972757800570333
110,Q88__Own_business_income_source_Formal_employment_income_source_Transfers_from_migrants_income_source__binary_nominal__4,Q86__Sex_male__binary__1,LIN,-0.8964583923290976
111,Q7__name_of_village_ndeuye__binary_nominal__11,Q85__Group_3__binary_nominal__3,LIN,0.893205536225316
112,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,LIN,0.8870396219523644
113,Q85__Group_6__binary_nominal__6,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,LIN,0.8867345244104206
114,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__22,Q81__Sow_weather_self__binary_nominal__2,LIN,0.8863744422135232
115,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__22,Q80__Plow_weather_self__binary_nominal__2,LIN,0.8828606967682868
116,Q89__Primary_education__binary_nominal__2,Q0__Has_Education_Yes_No__binary__1,LIN,0.8803175448182957
117,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q82__irrigation_surface__binary_nominal__3,LIN,-0.8738586840386825
118,Q6__Arrondissement_6__binary_nominal__3,Q87__Household_size__continuous,LIN,0.872497821330473
119,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,Q95__Dislike_not_knowing_future__ordinal,LIN,-0.8680718091482511
120,Q85__Group_6__binary_nominal__6,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,LIN,0.8642572122088159
121,Q89__Other_education__binary_nominal__1,Q5__Age__continuous,LIN,0.861413044830912
122,Q72__Sold_VEG_Local_trader__binary_nominal__1,Q95__Dislike_not_knowing_future__ordinal,LIN,0.8576131876590175
123,Q66__Seedlings_Selfprepared__binary_nominal__3,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,LIN,0.8537312635173472
124,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__22,Q80__Plow_weather_self_reason_other__binary_nominal__3,LIN,-0.8509003308380475
125,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__22,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,LIN,-0.8388054609928194
126,Q66__Seedlings_Selfprepared__binary_nominal__3,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,LIN,-0.8368848661465443
127,Q7__name_of_village_darou_sarr__binary_nominal__3,Q1__Altitude__continuous,LIN,-0.8327313879881633
128,Q6__Arrondissement_6__binary_nominal__3,Q1__Altitude__continuous,LIN,-0.8208383843564643
129,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q1__Altitude__continuous,LIN,-0.8205816431255191
130,Q82__Irrigation_drip__binary_nominal__1,Q82__irrigation_surface__binary_nominal__3,LIN,-0.8196032357318187
131,Q89__Primary_education__binary_nominal__2,Q5__Age__continuous,LIN,-0.8116855940087028
132,Q85__Group_2__binary_nominal__2,Q85__Group_1__binary_nominal__1,LIN,-0.8103355316077135
133,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q82__irrigation_surface__binary_nominal__3,LIN,-0.8055982837368497
134,Q6__Arrondissement_3__binary_nominal__1,Q82__irrigation_surface__binary_nominal__3,LIN,-0.8055982837368497
135,Q6__Arrondissement_6__binary_nominal__3,Q82__irrigation_surface__binary_nominal__3,LIN,-0.7954473240749723
136,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q82__irrigation_surface__binary_nominal__3,LIN,-0.7887438992856137
137,Q7__name_of_village_darou_sarr__binary_nominal__3,Q82__irrigation_surface__binary_nominal__3,LIN,-0.7882395141374267
138,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,LIN,0.7875814372891445
139,Q6__Arrondissement_3__binary_nominal__1,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,LIN,0.7875814372891445
140,Q85__Group_6__binary_nominal__6,Q82__irrigation_surface__binary_nominal__3,LIN,-0.780725295868784
141,Q7__name_of_village_ndeuye__binary_nominal__11,Q82__irrigation_surface__binary_nominal__3,LIN,-0.769061048445667
142,Q66__Seedlings_Selfprepared__binary_nominal__3,Q95__Dislike_not_knowing_future__ordinal,LIN,-0.767363446483094
143,Q6__Arrondissement_99__binary_nominal__4,Q6__Arrondissement_4__binary_nominal__2,LIN,-0.7669303894156239
144,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q82__irrigation_surface__binary_nominal__3,LIN,-0.7543312304614687
145,Q77__Info_source_Govt__binary_nominal__4,Q82__irrigation_surface__binary_nominal__3,LIN,-0.7543312304614687
146,Q4__HasPhoneNumber__binary__1,Q5__Age__continuous,LIN,0.7535034074862856
147,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q6__Arrondissement_3__binary_nominal__1,LIN,0.7505083511687125
148,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,Q0__AGR_PROD__continuous,LIN,0.7435185057316098
149,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,LIN,0.7414666421379879
150,Q74__Practice_crop_rotation__binary_nominal__1,Q87__Household_size__continuous,LIN,-0.7393295590172783
151,Q66__Seedlings_Selfprepared__binary_nominal__3,Q93__Trust_most_people__ordinal,LIN,-0.7391353593146953
152,Q7__name_of_village_keur_abdou_ndoye__binary_nominal__7,Q6__Arrondissement_4__binary_nominal__2,LIN,0.738564486237065
153,Q6__Arrondissement_4__binary_nominal__2,Q84__Years_using_drip_irrigation__continuous,LIN,-0.7357416283230219
154,Q66__Seedlings_Bought_neighbor__binary_nominal__1,Q1__Altitude__continuous,LIN,0.7338984629688285
155,Q89__Secondary_education__binary_nominal__3,Q0__Has_Education_Yes_No__binary__1,LIN,0.7214874475411122
156,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q6__Arrondissement_3__binary_nominal__1,LIN,0.720620014600816
157,Q73__Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__5,Q7__name_of_village_keur_abdou_ndoye__binary_nominal__7,LIN,0.7201264590301688
158,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,LIN,0.7180225104946492
159,Q7__name_of_village_notto__binary_nominal__15,Q6__Arrondissement_99__binary_nominal__4,LIN,0.7174994686670783
160,Q88__Own_business_income_source_Transfers_from_migrants_income_source__binary_nominal__5,Q88__Own_business_income_source__binary_nominal__2,LIN,-0.7115722963104879
161,Q85__Group_3__binary_nominal__3,Q85__Group_1__binary_nominal__1,LIN,-0.7037086930268395
162,Q73__Machinery_tractor_Machinery_daba__binary_nominal__19,Q67__Fertilizer_Manure__binary_nominal__2,LIN,0.703267195667948
163,Q88__Own_business_income_source_Formal_employment_income_source__binary_nominal__3,Q88__Own_business_income_source__binary_nominal__2,LIN,-0.7006376608627062
164,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,Q1__Altitude__continuous,LIN,0.6979598338558556
165,Q82__Irrigation_drip__binary_nominal__1,Q0__AGR_PROD__continuous,LIN,0.6972663960618543
166,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,LIN,0.6919139076474016
167,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q72__Sold_VEG_Local_trader__binary_nominal__1,LIN,-0.6917255354806933
168,Q82__irrigation_surface__binary_nominal__3,Q92__Current_loan_amount_XOF__continuous,LIN,-0.6914666095145507
169,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,LIN,0.6911853135752971
170,Q89__Secondary_education__binary_nominal__3,Q5__Age__continuous,LIN,-0.686054807987569
171,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,Q84__Years_using_drip_irrigation__continuous,LIN,-0.6839352500472642
172,Q72__Sold_VEG_Trade_Sold_VEG_Local_trader__binary_nominal__4,Q1__Altitude__continuous,LIN,-0.6833250764255155
173,Q73__Machinery_tractor_Machinery_daba__binary_nominal__19,Q69__Use_pesticide_or_herbicide__binary__1,LIN,-0.6794259330597979
174,Q88__Own_business_income_source_Formal_employment_income_source_Transfers_from_migrants_income_source__binary_nominal__4,Q88__Own_business_income_source__binary_nominal__2,LIN,-0.6781833302973806
175,Q6__Arrondissement_3__binary_nominal__1,Q0__Hope_total__continuous,LIN,-0.6765756415460179
176,Q7__name_of_village_keur_saib_ndoi__binary_nominal__9,Q0__Hope_total__continuous,LIN,-0.6765756415460179
177,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__22,Q0__Has_Education_Yes_No__binary__1,LIN,0.6725535613923798
178,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba__binary_nominal__11,Q0__AGR_PROD__continuous,LIN,-0.6720818316054483
179,Q73__Machinery_tractor_Machinery_daba__binary_nominal__19,Q67__Fertilizer_Chemical__binary_nominal__1,LIN,-0.6705883977128199
180,Q7__name_of_village_ndindy__binary_nominal__13,Q63__CROP_Vegetables_3__binary_nominal__2,LIN,-0.6626253639786059
181,Q82__irrigation_surface__binary_nominal__3,Q1__Altitude__continuous,LIN,-0.6580096167000792
182,Q72__Sold_VEG_Local_trader__binary_nominal__1,Q1__Altitude__continuous,LIN,0.651806943960742
183,Q89__Secondary_education__binary_nominal__3,Q1__Altitude__continuous,LIN,0.6495544336255783
184,Q4__HasPhoneNumber__binary__1,Q0__Education_years__continuous,LIN,-0.6435653954885883
185,Q7__name_of_village_ndindy__binary_nominal__13,Q63___CROP_Fruit_2_CROP_Vegetables_3__binary_nominal__1,LIN,0.6425743030923419
186,Q89__Other_education__binary_nominal__1,Q0__Education_years__continuous,LIN,-0.6415338507837796
187,Q7__name_of_village_touba_ndiaye__binary_nominal__18,Q6__Arrondissement_99__binary_nominal__4,LIN,0.6405235894320969
188,Q73__Machinery_pump_Machinery_sprayer_Machinery_daba__binary_nominal__14,Q95__Dislike_not_knowing_future__ordinal,LIN,0.6394401057244531
189,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,Q93__Trust_most_people__ordinal,LIN,0.6344461756495541
190,Q82__Irrigation_surface_Irrigation_drip__binary_nominal__4,Q0__AGR_PROD__continuous,LIN,-0.6338461205062954
191,Q7__name_of_village_ngay_ngay__binary_nominal__14,Q6__Arrondissement_99__binary_nominal__4,LIN,0.6326617471431032
192,Q66__Seedlings_Selfprepared__binary_nominal__3,Q84__Years_using_drip_irrigation__continuous,LIN,-0.6270605282398227
193,Q7__name_of_village_golom__binary_nominal__5,Q63__CROP_Vegetables_3__binary_nominal__2,LIN,-0.6270175293057398
194,Q80__Plow_weather_self__binary_nominal__2,Q0__AGR_PROD__continuous,LIN,-0.625233734578758
195,Q65__Variety_Imported__binary_nominal__1,Q64__Seed_source_Selfprepared_Bought_shop__binary_nominal__2,LIN,0.62255092142786
196,Q7__name_of_village_keur_ale_gaye__binary_nominal__8,Q6__Arrondissement_99__binary_nominal__4,LIN,0.6212292405029278
197,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,Q93__Trust_most_people__ordinal,LIN,0.6205844268366371
198,Q81__Sow_weather_self__binary_nominal__2,Q0__AGR_PROD__continuous,LIN,-0.6184097423739193
199,Q73__Machinery_pump_Machinery_draft_animals_Machinery_sprayer_Machinery_daba_Machinery_hoe_sine__binary_nominal__12,Q0__AGR_PROD__continuous,LIN,-0.6175818552222241
200,Q66__Seedlings_Selfprepared__binary_nominal__3,Q1__Altitude__continuous,LIN,-0.6171946453257117
201,Q7__name_of_village_beer__binary_nominal__1,Q6__Arrondissement_4__binary_nominal__2,LIN,0.6162620558298002
202,Q7__name_of_village_notto__binary_nominal__15,Q0__AGR_PROD__continuous,LIN,0.6147837024944369
203,Q78__Names_of_organizations_ANIDA__binary_nominal__2,Q85__Group_1__binary_nominal__1,LIN,-0.6123438495220994
204,Q77__Info_source_Govt__binary_nominal__4,Q85__Group_1__binary_nominal__1,LIN,-0.6123438495220994
205,Q80__Plow_weather_self_reason_other__binary_nominal__3,Q0__AGR_PROD__continuous,LIN,0.6118939240635194
206,Q7__name_of_village_thionakh__binary_nominal__17,Q67__Fertilizer_Manure__binary_nominal__2,LIN,0.6118517147928969
207,Q7__name_of_village_golom__binary_nominal__5,Q63___CROP_Fruit_2_CROP_Vegetables_3__binary_nominal__1,LIN,0.6111251660829967
208,Q81__Sow_weather_self_Sow_reason_other__binary_nominal__3,Q0__AGR_PROD__continuous,LIN,0.6079505482661957
209,Q74__Practice_manuring__binary_nominal__2,Q67__Fertilizer_Manure__binary_nominal__2,LIN,0.6076853869474537
210,Q88__Own_business_income_source_Formal_employment_income_source_Transfers_from_migrants_income_source__binary_nominal__4,Q6__Arrondissement_99__binary_nominal__4,LIN,0.6072384969241461
211,Q73__Machinery_tractor_Machinery_sprayer_Machinery_daba__binary_nominal__26,Q0__Education_years__continuous,LIN,-0.606620095586361
212,Q64__Seed_source_Selfprepared_Bought_neighbor__binary_nominal__1,Q95__Dislike_not_knowing_future__ordinal,LIN,0.6042595941815253
213,Q73__Machinery_sprayer_Machinery_daba__binary_nominal__17,Q0__AGR_PROD__continuous,LIN,-0.603912157306029
214,Q74__Practice_manuring_Practice_crop_rotation__binary_nominal__3,Q1__Altitude__continuous,LIN,-0.6038017942959516
215,Q65__Variety_Local__binary_nominal__2,Q66__Seedlings_Selfprepared__binary_nominal__3,LIN,-0.600044846969619
