"","MR1","MR2"
"1",0.402824574399872,-2.09264062136827
"2",-0.0361856176149923,-1.45126289102783
"3",0.424265126870826,-0.939120557645481
"4",2.05911555567048,0.403417303616191
"5",-0.573506928104927,-0.342818869438588
"6",0.303591953291553,-1.64149190606588
"7",2.49194441393504,-0.0315005502554911
"8",0.0927123338346441,-2.13918751546811
"9",0.045033247828583,-1.37616855945959
"10",0.235437744213451,-1.61555210885753
"11",-0.591880649001917,0.591784809085638
"12",-0.585800671054245,-1.4107703918242
"13",0.144270019179608,-0.805258382316445
"14",1.00589854132114,-0.116450386389699
"15",0.0990613531162288,-0.6432825417101
"16",2.80148683617228,-0.634908832169004
"17",0.205121940785123,-1.07365111718497
"18",0.109693236875255,-1.21898861165214
"19",0.180887603550009,-1.14702845829448
"20",0.346918250602869,-1.63502729600101
"21",-0.460212670777037,-1.08625484913063
"22",0.197962334336759,-1.16169808409249
"23",-0.532681261674804,-1.73372157357993
"24",-0.161149770435983,-1.46061067982986
"25",0.112190402327213,-1.59927861489038
"26",0.231618647867455,-1.7371557788126
"27",0.146739922462059,-1.59507439550441
"28",-1.59377298512225,-0.212442161316504
"29",-0.136769080211211,-1.09127340465624
"30",0.0997602382349958,-1.76693043023643
"31",0.446780026980767,-1.83749185702431
"32",-0.37679322934582,-0.709121937268322
"33",0.116642744417806,-1.12540777476697
"34",0.21406816891112,-1.54916110163292
"35",-0.0293949906488436,-1.2307771403945
"36",0.221953866398429,-1.36357732011184
"37",0.12250466434211,-1.13908547080107
"38",0.0354327369467255,-1.03817604145155
"39",0.0697809020057824,-1.13569266912272
"40",-0.140755715600083,-1.1792803698805
"41",0.356286913135952,-1.51369774903744
"42",0.507362785107937,-1.3079624009766
"43",0.18661079980356,-1.31762341678512
"44",0.222410299684071,-1.31895575249603
"45",0.083408448095883,-1.0434388779705
"46",0.222212457928679,-1.22712146095622
"47",0.291788473448218,-0.864237804407641
"48",3.22114095144979,1.2663382764017
"49",-0.0214615943025157,0.27397170634572
"50",1.03299580919063,-0.736950295108395
"51",-1.97308469534144,-0.649910952980837
"52",-1.91067814273461,0.47381496316757
"53",-2.17164900690478,0.446876620169172
"54",-1.98264549651849,-0.101892483079354
"55",-0.467561760916715,0.178967714692667
"56",-1.45456143375374,0.629913978700126
"57",-1.11014287005118,-0.0489818442369169
"58",-1.473482640379,0.88466178610275
"59",-1.01061199574283,-0.391015682193526
"60",-0.307024128617517,0.800365363873696
"61",-0.538883332620047,0.543035746310939
"62",0.0345333571818097,0.991730194165414
"63",0.127626120931284,0.865846420070091
"64",0.827153532383317,0.343565996992576
"65",0.45764702337184,1.19548037837254
"66",0.0645842404147928,1.6779879726651
"67",0.318179759083127,1.23598583922597
"68",0.491092856504848,1.11130163386476
"69",1.30518440647692,0.521337775903349
"70",0.941456681764057,1.27089508629771
"71",-0.15471589739443,0.665977496313645
"72",0.686153730694204,1.33384766894571
"73",1.03109316971181,1.69690290178653
"74",0.99493850847016,1.23585045101761
"75",2.35035878568597,0.841304911490045
"76",2.02714541508946,0.467509503383659
"77",1.44227627198502,0.922287012072901
"78",0.617813635796449,0.138240838880367
"79",2.82062418514425,-0.180493749494726
"80",3.76404410907321,0.0676682445891772
"81",-2.76525711936199,0.289302489810747
"82",-2.18399557569006,0.517120316795017
"83",-2.96710848085789,0.760749832028264
"84",-2.09695058286412,1.39413107664632
"85",-1.93749743140145,0.112884081089229
"86",-0.578148973526335,0.106776245320242
"87",-1.53844453006271,0.576851455427226
"88",-0.558258552785241,-0.172925933335827
"89",-0.19914133014172,0.342043026709475
"90",0.0309686745378065,0.859671219984774
